3,12,14,26,31,41,44,50,59,63,65,74,79,82,89
7,13,20,22,33,34,42,49,54,56,60,61,70,80,85
1,4,19,28,30,35,46,47,57,64,66,72,75,86,88
2,8,17,19,24,28,30,42,44,52,59,64,76,83,86
1,12,16,21,26,31,37,40,46,57,63,74,75,80,82
5,9,10,15,22,25,38,47,48,58,66,67,72,78,90
4,11,27,33,36,41,45,53,54,68,69,71,77,87,88
6,13,20,29,32,39,49,55,56,60,61,73,79,81,84
3,7,14,18,23,34,35,43,50,51,62,65,70,85,89
7,10,18,24,28,30,45,55,56,61,69,70,79,80,81
9,12,13,23,33,34,46,48,51,52,60,68,76,86,90
1,4,14,20,25,35,36,40,47,53,57,65,71,74,82
3,8,11,17,27,29,31,41,44,58,64,66,77,85,89
2,6,16,21,26,32,39,42,54,62,63,73,75,83,87
5,15,19,22,37,38,43,49,50,59,67,72,78,84,88
5,8,10,12,23,35,36,46,49,51,55,69,78,83,88
9,16,22,29,31,44,47,50,54,60,66,75,76,84,89
4,17,18,27,28,32,41,53,57,63,64,70,74,81,82
1,7,13,24,25,30,34,40,56,58,65,67,72,80,87
2,3,15,19,20,26,37,38,43,48,59,68,71,77,86
6,11,14,21,33,39,42,45,52,61,62,73,79,85,90
3,10,12,28,29,33,39,41,56,57,65,75,77,84,88
4,9,16,21,34,36,42,48,50,58,61,63,72,74,90
1,2,13,19,20,24,38,44,46,59,66,69,79,80,86
6,11,26,32,35,45,49,51,53,62,68,76,78,81,89
5,7,15,18,22,25,37,40,52,55,60,70,71,85,87
8,14,17,23,27,30,31,43,47,54,64,67,73,82,83
8,13,20,28,37,39,40,47,51,56,61,69,75,83,85
9,12,15,26,32,36,45,48,55,59,63,70,79,81,86
3,4,10,17,22,31,38,43,44,52,58,65,67,76,84
1,5,16,19,23,27,30,46,53,60,66,72,77,88,90
6,7,11,14,25,29,35,42,50,57,62,71,78,80,89
2,18,21,24,33,34,41,49,54,64,68,73,74,82,87
5,6,14,17,22,26,35,39,40,45,55,64,75,86,87
1,15,18,23,25,30,33,42,50,56,60,73,74,82,83
3,4,11,28,31,34,46,48,57,58,62,69,76,84,89
8,12,20,24,32,37,41,43,52,66,67,71,72,80,88
9,16,19,29,38,47,49,51,54,65,68,77,78,81,85
2,7,10,13,21,27,36,44,53,59,61,63,70,79,90
1,6,12,14,24,27,30,43,47,55,62,64,75,80,81
5,10,18,20,33,34,40,42,53,59,60,70,79,87,88
2,19,22,29,38,39,44,46,51,63,67,72,76,86,90
3,11,16,21,25,37,41,50,58,65,66,71,77,83,89
4,7,13,17,28,32,36,45,49,52,57,61,74,82,85
8,9,15,23,26,31,35,48,54,56,68,69,73,78,84
1,6,13,15,21,27,34,36,41,44,56,60,66,76,89
2,5,14,18,26,35,40,47,52,58,64,67,71,88,90
3,11,24,28,30,37,46,55,57,63,68,74,75,82,84
8,9,16,19,20,23,39,49,50,62,65,70,78,80,85
7,10,17,25,32,33,43,45,51,54,69,72,79,86,87
4,12,22,29,31,38,42,48,53,59,61,73,77,81,83
3,11,17,22,29,35,39,42,45,53,57,63,77,78,86
7,15,25,27,30,44,46,51,55,64,68,74,76,80,88
2,9,12,13,24,37,40,43,52,54,65,70,73,81,90
5,6,10,19,20,23,31,34,41,50,66,69,71,85,89
1,4,16,18,21,28,32,38,48,59,60,67,79,84,87
8,14,26,33,36,47,49,56,58,61,62,72,75,82,83
1,7,10,15,23,28,35,41,48,57,64,66,73,82,83
5,14,21,25,33,37,46,49,51,59,65,68,79,89,90
6,12,20,32,34,40,44,52,55,60,61,70,77,81,88
3,4,16,18,24,27,31,36,47,56,58,69,72,78,87
2,9,11,17,22,26,39,42,53,54,62,75,76,80,85
8,13,19,29,30,38,43,45,50,63,67,71,74,84,86
7,13,19,20,37,41,45,52,55,63,67,70,73,85,90
1,9,11,15,25,27,32,35,44,54,62,65,75,81,87
5,8,12,21,24,36,38,42,47,53,58,61,78,82,88
6,10,14,22,34,39,40,48,57,60,64,72,74,80,89
2,4,16,17,23,28,31,33,43,51,56,69,71,77,86
3,18,26,29,30,46,49,50,59,66,68,76,79,83,84
6,16,25,36,38,40,48,52,54,62,65,70,73,83,88
2,3,11,18,21,29,39,47,49,58,61,68,76,77,82
1,4,10,13,23,28,31,34,41,51,57,67,71,87,90
5,12,14,27,32,33,42,50,56,60,63,72,78,84,89
8,9,15,17,22,26,37,44,45,59,66,75,79,85,86
7,19,20,24,30,35,43,46,53,55,64,69,74,80,81
2,9,13,15,24,27,32,38,43,49,58,62,70,77,80
4,10,25,33,36,45,48,51,57,61,64,71,79,85,86
1,6,14,17,21,29,31,40,41,53,63,67,74,87,88
3,5,12,19,22,23,39,46,55,56,60,69,72,82,89
8,11,16,20,28,30,37,42,50,52,66,73,75,81,83
7,18,26,34,35,44,47,54,59,65,68,76,78,84,90
6,12,19,20,28,39,47,55,59,64,69,71,78,85,87
1,4,13,17,23,29,30,45,46,52,58,62,75,76,84
3,8,15,16,25,26,32,37,40,56,61,66,79,86,89
5,18,21,31,38,41,49,53,54,60,67,74,77,88,90
7,9,10,14,24,27,33,34,42,43,57,63,70,80,81
2,11,22,35,36,44,48,50,51,65,68,72,73,82,83
4,9,14,16,21,23,30,37,44,45,51,54,64,70,87
5,6,17,27,31,35,46,49,56,57,61,72,74,80,89
7,18,25,29,32,33,41,55,59,65,66,71,75,81,90
3,12,15,24,28,39,40,43,58,60,63,76,77,83,85
8,13,19,22,26,34,42,48,52,68,69,73,79,84,88
1,2,10,11,20,36,38,47,50,53,62,67,78,82,86
1,14,23,25,37,47,48,55,58,64,66,72,77,82,86
5,8,10,15,26,29,32,45,56,57,60,63,76,81,87
6,9,16,18,22,35,36,41,53,62,65,73,78,80,88
3,7,11,13,24,27,33,34,42,43,51,52,68,75,83
4,17,21,30,38,46,49,50,54,61,67,71,79,85,90
2,12,19,20,28,31,39,40,44,59,69,70,74,84,89
6,7,11,14,22,27,30,33,47,52,57,60,76,78,86
1,16,17,21,29,36,38,44,45,50,64,71,73,87,90
2,12,23,32,35,40,42,58,59,63,67,70,77,80,82
4,5,18,19,20,28,34,39,41,56,66,69,75,83,85
3,9,13,15,24,37,46,49,51,53,62,68,79,81,84
8,10,25,26,31,43,48,54,55,61,65,72,74,88,89
4,14,16,20,34,37,40,43,57,58,62,63,70,82,90
6,8,10,25,28,38,47,53,54,65,69,76,78,87,89
5,12,17,21,27,31,35,44,48,55,67,72,79,81,88
9,18,19,22,29,33,42,49,50,59,60,61,73,84,85
3,7,11,15,24,26,30,32,41,51,64,66,71,77,86
1,2,13,23,36,39,45,46,52,56,68,74,75,80,83
5,11,14,21,31,38,41,42,55,63,64,74,77,80,85
1,15,27,29,35,36,40,49,50,53,69,71,75,81,83
7,16,17,22,26,30,39,45,48,51,54,60,70,86,90
8,9,13,24,25,32,44,46,57,58,62,66,73,82,88
2,4,12,19,28,33,47,52,56,65,68,72,78,84,87
3,6,10,18,20,23,34,37,43,59,61,67,76,79,89
1,8,11,16,27,31,36,48,49,56,61,68,70,77,88
9,17,20,22,32,39,42,47,58,59,65,72,79,87,89
2,6,15,18,29,30,40,43,52,54,62,63,73,85,86
4,12,13,21,28,34,38,46,53,67,69,71,78,80,82
3,5,10,19,24,26,37,44,51,57,60,74,75,81,84
7,14,23,25,33,35,41,45,50,55,64,66,76,83,90
1,7,12,16,21,35,38,40,52,56,61,62,77,84,90
6,15,24,37,39,44,45,55,59,66,68,72,75,82,83
4,10,11,20,29,36,41,48,51,65,69,78,79,85,89
2,5,14,18,23,26,30,32,43,46,53,54,63,76,80
8,13,27,28,31,34,42,47,58,60,67,71,73,81,88
3,9,17,19,22,25,33,49,50,57,64,70,74,86,87
5,9,10,19,20,24,32,35,47,50,55,69,77,84,85
6,11,12,26,31,40,42,54,57,63,65,71,75,81,82
7,13,23,29,30,37,46,48,52,59,66,68,70,86,89
3,4,15,18,28,34,38,44,49,53,61,67,72,79,87
1,2,14,16,22,27,36,43,45,51,62,73,74,83,88
8,17,21,25,33,39,41,56,58,60,64,76,78,80,90
4,11,15,25,28,30,33,45,54,58,63,66,76,81,89
2,8,14,19,22,26,38,42,52,67,69,70,71,86,88
9,17,21,32,39,41,49,50,51,62,65,72,75,80,90
1,7,10,18,24,29,35,36,40,46,55,57,64,79,82
3,13,20,34,37,43,47,53,56,60,61,77,78,83,85
5,6,12,16,23,27,31,44,48,59,68,73,74,84,87
5,7,10,19,23,35,38,40,55,59,63,67,71,73,90
4,12,17,22,26,34,41,47,54,56,62,68,72,84,86
1,11,14,25,29,33,44,46,52,57,69,78,79,83,89
6,8,18,27,32,39,43,45,58,60,64,75,77,81,85
2,9,13,16,20,21,31,36,48,50,51,65,74,82,88
3,15,24,28,30,37,42,49,53,61,66,70,76,80,87
4,19,23,28,31,39,40,41,56,61,64,70,78,86,87
2,9,11,17,22,30,38,44,53,55,60,62,75,82,83
3,18,25,26,32,34,46,49,57,58,69,73,76,80,88
5,8,10,14,20,29,33,36,47,52,54,65,66,77,90
7,12,15,24,27,37,42,45,50,51,63,71,79,85,89
1,6,13,16,21,35,43,48,59,67,68,72,74,81,84
3,16,27,30,39,43,48,54,57,61,67,76,78,81,86
6,9,10,13,21,23,35,38,47,50,64,65,79,88,90
2,11,15,24,26,34,42,44,52,55,68,72,74,80,82
1,12,18,28,37,41,45,51,53,63,66,73,75,84,89
5,8,19,22,25,32,36,46,56,59,60,62,70,85,87
4,7,14,17,20,29,31,33,40,49,58,69,71,77,83
2,3,15,27,28,32,35,45,54,58,69,73,74,87,90
1,13,24,30,33,42,43,50,59,60,64,72,78,82,85
9,12,16,20,25,37,38,40,48,53,65,66,79,84,88
4,7,11,14,21,31,36,41,51,55,67,70,77,80,86
8,10,18,22,23,34,44,49,52,56,62,68,75,81,83
5,6,17,19,26,29,39,46,47,57,61,63,71,76,89
8,12,24,29,37,48,49,56,58,60,69,75,78,80,89
1,4,15,17,28,34,35,40,43,51,55,65,71,82,88
7,10,18,27,30,33,42,44,53,59,61,67,73,76,81
3,6,14,16,22,25,39,46,57,63,68,70,77,85,87
2,9,13,19,21,26,32,38,45,52,54,64,74,84,90
5,11,20,23,31,36,41,47,50,62,66,72,79,83,86
2,4,10,18,29,36,43,50,55,61,66,73,76,83,88
5,11,20,28,32,37,47,49,51,60,67,74,75,87,89
1,8,13,19,22,23,34,42,44,53,58,65,68,72,86
7,12,17,24,35,39,40,46,52,59,64,77,78,80,81
3,6,16,25,27,31,38,45,56,62,63,70,71,82,84
9,14,15,21,26,30,33,41,48,54,57,69,79,85,90
1,5,12,19,20,37,48,49,51,54,67,70,79,85,89
6,9,13,17,26,34,39,41,47,56,62,65,76,81,86
7,16,22,25,32,36,42,50,53,61,64,75,77,83,87
4,14,24,27,35,43,46,57,58,68,69,71,73,80,88
2,8,10,18,23,28,31,38,45,59,60,72,78,82,84
3,11,15,21,29,30,33,40,44,52,55,63,66,74,90
2,13,21,33,39,40,46,53,59,64,66,71,79,82,83
6,15,24,27,31,32,42,55,58,60,69,73,75,80,84
1,3,12,16,23,26,35,36,41,49,57,61,78,88,90
5,7,10,11,20,28,34,48,52,54,62,67,70,77,89
8,17,19,22,29,30,44,47,50,63,65,72,74,81,85
4,9,14,18,25,37,38,43,45,51,56,68,76,86,87
4,7,10,18,27,37,38,42,44,58,63,69,74,87,90
9,13,14,28,29,39,40,46,50,59,64,66,75,78,84
2,16,23,26,34,35,48,51,52,65,68,71,72,80,86
3,8,11,12,21,25,31,47,55,56,60,77,79,81,89
5,6,15,17,22,30,36,41,45,54,61,67,73,83,85
1,19,20,24,32,33,43,49,53,57,62,70,76,82,88
1,4,12,25,30,37,41,48,56,58,61,72,74,84,87
3,6,14,19,21,27,32,35,47,49,51,64,66,78,83
2,15,17,24,29,38,42,50,57,63,69,71,73,82,88
5,8,18,23,31,34,40,44,59,65,67,76,77,85,90
9,11,16,20,28,33,45,46,54,55,60,62,70,80,89
7,10,13,22,26,36,39,43,52,53,68,75,79,81,86
5,9,10,18,21,24,39,41,49,51,58,66,79,83,88
7,17,19,23,34,35,44,46,59,61,69,75,78,86,89
3,12,16,29,38,40,42,52,55,60,63,70,77,84,87
1,6,11,14,22,25,33,36,43,45,53,57,65,73,81
4,15,20,28,31,32,47,50,54,64,68,71,72,82,90
2,8,13,26,27,30,37,48,56,62,67,74,76,80,85
6,19,25,31,33,41,44,50,51,63,68,72,78,81,88
2,9,12,14,21,24,38,39,45,55,60,62,73,84,90
1,8,15,20,28,32,46,48,53,57,65,69,70,80,86
3,11,16,23,35,40,49,52,56,64,66,74,76,85,89
5,7,13,17,26,27,30,34,47,58,59,67,71,75,82
4,10,18,22,29,36,37,42,43,54,61,77,79,83,87
7,16,19,23,32,35,42,46,50,58,63,66,76,78,86
6,9,15,17,22,27,30,38,41,56,60,67,70,81,89
8,10,26,31,36,44,45,54,59,61,69,71,77,80,88
1,2,18,24,28,37,40,43,51,64,65,74,79,84,85
3,12,14,20,29,33,39,47,52,57,62,73,75,82,83
4,5,11,13,21,25,34,48,49,53,55,68,72,87,90
4,8,12,17,21,22,38,39,42,45,58,68,79,80,88
3,9,15,16,28,30,44,51,52,60,62,71,76,84,86
5,11,19,20,31,37,46,49,54,56,63,67,70,77,81
2,18,26,29,36,41,43,50,53,65,66,72,74,82,83
1,6,13,14,23,24,32,35,40,57,59,61,73,85,87
7,10,25,27,33,34,47,48,55,64,69,75,78,89,90
6,8,12,19,21,22,30,42,53,57,63,68,77,79,86
5,9,11,17,24,25,32,45,50,59,61,72,76,84,87
3,14,18,20,34,38,46,47,54,60,64,75,78,80,81
2,13,26,27,31,35,40,44,51,55,66,69,70,85,90
1,10,15,29,36,39,41,43,56,58,65,67,73,83,88
4,7,16,23,28,33,37,48,49,52,62,71,74,82,89
5,17,25,28,38,41,42,54,57,61,67,71,72,83,88
1,3,13,19,20,22,31,36,43,49,53,65,79,80,87
2,8,10,18,26,27,30,33,40,56,62,73,75,89,90
4,16,23,29,34,35,46,51,55,60,69,74,77,81,85
6,7,11,15,24,37,44,45,52,59,64,68,76,82,86
9,12,14,21,32,39,47,48,50,58,63,66,70,78,84
1,8,13,14,26,27,33,38,45,53,60,68,70,87,88
4,12,19,29,30,36,48,54,59,65,67,72,76,86,89
6,16,22,28,32,34,44,46,58,61,66,73,75,83,85
3,11,17,23,24,35,41,47,55,57,63,74,79,82,90
2,9,10,15,21,25,37,40,43,50,52,64,71,78,81
5,7,18,20,31,39,42,49,51,56,62,69,77,80,84
5,14,27,32,37,45,48,55,57,60,68,78,79,84,90
4,9,15,17,24,25,31,36,40,52,56,69,71,77,82
8,11,13,22,29,35,38,43,47,54,64,75,76,81,83
3,6,12,18,23,39,44,46,53,61,63,70,73,88,89
1,2,16,20,21,30,41,49,50,59,66,67,72,85,86
7,10,19,26,28,33,34,42,51,58,62,65,74,80,87
7,9,10,18,21,28,31,40,46,55,63,67,78,79,90
2,15,19,25,34,36,44,47,54,57,65,66,70,83,84
8,13,26,29,38,39,45,50,51,60,64,75,77,85,86
1,3,16,17,20,22,35,43,56,59,61,68,71,82,89
4,12,14,24,30,32,41,49,52,53,62,73,76,80,81
5,6,11,23,27,33,37,42,48,58,69,72,74,87,88
5,16,19,23,26,33,38,41,53,55,64,70,73,81,85
3,6,12,13,21,25,39,44,47,56,68,69,72,89,90
4,9,15,17,27,35,46,48,51,54,60,62,79,82,86
1,10,20,28,30,34,42,43,50,57,63,71,77,83,87
2,7,14,18,22,24,31,32,40,59,61,66,75,78,84
8,11,29,36,37,45,49,52,58,65,67,74,76,80,88
4,12,22,23,35,46,49,53,57,63,65,77,79,83,89
1,5,15,16,20,21,34,38,42,44,51,69,70,76,80
8,18,26,31,39,45,48,50,52,61,68,73,75,84,87
6,9,11,14,25,28,30,32,40,58,60,66,71,81,82
3,13,19,24,33,36,43,47,54,56,67,74,78,86,90
2,7,10,17,27,29,37,41,55,59,62,64,72,85,88
1,9,11,14,21,25,32,36,40,55,61,66,75,81,88
3,5,12,13,20,29,35,41,45,51,56,67,70,78,85
6,16,19,24,27,31,39,49,50,53,65,69,79,80,84
2,18,28,30,34,42,43,57,58,62,63,72,77,83,86
4,8,15,17,22,23,38,46,48,59,60,71,74,82,89
7,10,26,33,37,44,47,52,54,64,68,73,76,87,90
1,9,12,14,21,25,37,43,49,50,52,60,68,71,83
5,16,23,26,30,34,45,46,58,61,65,74,77,80,90
3,7,11,18,29,35,36,44,51,54,62,70,72,87,88
2,10,27,28,33,38,47,53,55,63,64,76,78,85,86
6,8,13,15,22,31,32,42,48,59,66,73,79,81,89
4,17,19,20,24,39,40,41,56,57,67,69,75,82,84
1,4,17,24,26,30,42,43,54,56,62,69,77,79,82
3,7,12,18,22,25,31,33,46,52,64,68,70,89,90
6,10,19,21,28,38,39,44,53,63,65,73,78,81,85
9,14,15,29,34,40,49,57,58,66,67,75,76,80,86
5,8,11,23,32,35,41,48,50,59,61,71,74,83,84
2,13,16,20,27,36,37,45,47,51,55,60,72,87,88
7,9,10,12,26,29,32,41,47,50,63,67,73,80,87
2,5,11,23,24,30,31,42,44,52,53,65,72,81,90
1,14,16,27,34,36,40,49,51,68,69,71,77,82,84
3,17,18,25,28,33,35,45,58,59,66,70,78,86,89
4,15,20,21,38,43,48,54,56,60,62,74,79,83,85
6,8,13,19,22,37,39,46,55,57,61,64,75,76,88
1,11,24,36,37,43,46,53,59,65,66,76,78,83,89
3,13,18,26,29,35,39,45,49,55,58,60,74,80,86
4,16,27,31,32,40,42,50,52,63,68,70,75,81,82
8,9,15,19,23,25,38,44,56,62,67,72,73,85,90
5,6,10,17,20,22,30,34,41,48,54,57,61,77,88
2,7,12,14,21,28,33,47,51,64,69,71,79,84,87
2,8,11,21,22,37,44,46,50,52,64,66,79,83,87
3,7,17,19,23,25,31,36,45,49,51,57,67,78,80
6,14,20,30,38,41,43,54,55,60,63,71,76,88,89
1,10,13,26,34,39,47,48,53,56,69,70,75,85,90
4,12,18,27,29,32,35,42,58,65,68,72,77,82,84
5,9,15,16,24,28,33,40,59,61,62,73,74,81,86
3,13,14,21,26,39,41,47,50,58,65,69,75,79,89
4,5,11,12,22,23,30,37,43,45,51,66,72,80,87
2,6,15,19,20,28,32,48,56,59,63,67,74,81,86
1,9,16,24,25,35,36,44,54,55,62,71,77,84,90
7,10,29,34,38,40,49,52,53,61,64,70,78,82,83
8,17,18,27,31,33,42,46,57,60,68,73,76,85,88
6,9,16,18,28,29,36,39,43,52,61,66,77,80,88
5,8,10,23,35,38,42,47,51,55,69,75,79,86,90
3,15,22,25,34,41,45,50,59,60,63,74,78,83,84
1,4,11,17,20,27,32,44,54,64,68,70,71,82,85
2,12,14,26,30,33,46,49,53,57,67,72,73,81,87
7,13,19,21,24,31,37,40,48,56,58,62,65,76,89
4,18,24,28,38,39,43,52,57,61,67,70,74,81,86
5,6,14,17,27,29,37,40,53,55,62,66,72,75,90
7,9,15,16,22,26,31,35,45,46,51,69,78,80,83
3,10,23,25,34,36,47,49,56,64,68,77,79,87,88
2,8,11,12,20,30,33,42,44,54,58,60,76,82,85
1,13,19,21,32,41,48,50,59,63,65,71,73,84,89
3,13,20,28,32,39,40,44,53,55,69,72,75,86,90
2,8,10,11,29,31,46,49,54,57,66,70,77,82,83
6,9,15,16,21,25,34,48,50,59,60,67,74,78,85
5,12,18,24,26,30,35,45,47,56,64,68,73,81,89
4,19,22,33,37,41,43,52,58,63,65,76,79,87,88
1,7,14,17,23,27,36,38,42,51,61,62,71,80,84
6,15,19,22,39,40,47,50,57,61,62,71,72,81,86
3,8,13,23,24,35,37,41,51,53,65,75,78,87,89
4,5,10,14,21,32,33,43,48,52,63,77,79,80,84
1,11,18,20,25,36,42,44,59,60,64,70,76,88,90
2,7,12,17,27,28,34,38,46,55,56,66,69,74,82
9,16,26,29,30,31,45,49,54,58,67,68,73,83,85
1,13,15,21,33,38,44,47,57,63,65,70,76,80,87
4,6,10,11,26,29,32,42,55,60,67,71,79,85,90
7,18,25,27,35,43,49,52,53,64,68,72,73,84,86
8,9,12,17,20,22,30,37,41,48,50,56,66,74,88
2,3,16,19,23,28,36,39,46,51,54,69,75,81,82
5,14,24,31,34,40,45,58,59,61,62,77,78,83,89
3,10,19,24,26,34,42,47,57,58,63,71,77,80,88
1,4,14,16,27,29,32,33,43,44,55,61,64,74,87
6,11,12,20,25,31,39,40,49,50,51,68,70,84,85
2,5,13,23,37,38,48,52,56,62,65,78,79,81,89
7,9,15,17,22,28,30,45,53,60,67,72,73,82,86
8,18,21,35,36,41,46,54,59,66,69,75,76,83,90
1,8,10,15,24,35,39,46,47,54,69,75,77,82,88
6,11,26,27,31,34,42,45,51,52,65,66,71,81,83
2,4,16,17,20,22,36,38,44,49,55,56,68,72,86
5,9,13,18,21,29,33,40,58,63,67,70,74,85,87
7,12,19,25,28,37,41,53,57,60,64,76,78,80,89
3,14,23,30,32,43,48,50,59,61,62,73,79,84,90
3,4,15,17,24,30,33,46,47,50,59,67,70,84,89
2,10,14,28,29,34,40,44,51,56,61,63,71,82,90
1,9,12,16,20,37,39,49,55,57,65,66,72,76,88
7,11,22,25,38,42,43,52,54,60,64,74,77,81,83
8,18,19,23,27,31,36,45,48,53,69,78,79,80,86
5,6,13,21,26,32,35,41,58,62,68,73,75,85,87
9,10,17,21,26,35,37,44,50,55,60,65,77,84,90
1,3,11,23,27,33,36,42,45,54,58,61,74,85,88
7,18,19,22,25,32,41,49,59,67,68,72,76,80,81
8,16,20,30,34,40,47,53,56,63,69,78,79,82,89
2,6,13,15,29,38,39,43,46,57,66,70,71,83,87
4,5,12,14,24,28,31,48,51,52,62,64,73,75,86
1,13,15,24,25,34,37,42,50,52,66,69,79,87,88
4,5,14,19,20,28,35,44,49,55,59,67,71,82,83
9,18,29,32,38,45,48,56,58,60,64,70,75,81,85
3,6,12,26,30,41,43,51,53,61,62,73,74,89,90
8,16,17,23,27,31,33,40,54,65,68,72,78,84,86
2,7,10,11,21,22,36,39,46,47,57,63,76,77,80
3,7,10,12,22,26,34,37,44,58,60,75,78,85,90
2,19,28,29,39,42,49,55,59,62,68,74,76,83,88
1,13,18,23,30,38,41,46,52,56,61,66,71,81,89
5,16,24,27,32,43,45,50,57,64,69,70,72,80,84
4,6,14,17,25,31,33,48,53,54,63,67,79,86,87
8,9,11,15,20,21,35,36,40,47,51,65,73,77,82
1,9,13,14,25,32,41,44,59,62,65,73,76,82,89
7,8,10,19,21,24,34,37,40,47,51,66,68,71,85
6,11,22,27,31,35,48,54,57,61,64,75,79,84,87
3,5,15,18,23,28,38,49,53,56,63,70,78,83,86
2,12,16,26,29,30,33,42,45,55,58,60,72,80,88
4,17,20,36,39,43,46,50,52,67,69,74,77,81,90
2,8,10,20,28,38,44,47,54,56,60,62,71,82,90
1,16,19,21,25,30,37,46,50,57,64,74,79,80,88
6,7,14,18,23,24,32,39,49,55,65,67,73,77,86
9,11,15,26,27,31,41,42,58,61,69,75,78,83,89
3,5,12,13,22,35,36,43,48,51,59,66,70,84,85
4,17,29,33,34,40,45,52,53,63,68,72,76,81,87
5,9,10,14,24,29,36,42,46,56,68,75,78,83,88
7,11,21,26,39,41,49,54,55,63,65,76,79,80,84
4,12,15,27,33,37,43,45,51,52,66,67,73,77,85
1,8,13,18,25,28,32,38,47,58,62,64,71,81,86
2,6,17,20,23,30,31,40,48,53,59,60,70,87,89
3,16,19,22,34,35,44,50,57,61,69,72,74,82,90
9,12,19,21,29,30,37,44,50,57,69,72,79,80,81
2,7,16,22,23,38,39,43,52,54,64,67,73,83,87
1,8,14,18,25,26,36,40,41,55,60,68,75,78,88
4,6,13,15,28,32,35,42,49,58,59,61,74,82,90
3,17,24,27,33,34,47,48,53,65,66,70,71,84,86
5,10,11,20,31,45,46,51,56,62,63,76,77,85,89
9,15,19,26,30,39,47,51,56,62,68,75,76,84,90
5,6,11,13,20,23,34,37,44,45,53,64,74,81,83
2,12,29,35,38,43,46,52,54,66,67,73,77,86,87
7,10,27,28,31,40,48,55,57,61,69,78,79,80,88
3,8,16,17,21,24,33,49,59,60,63,70,72,82,89
1,4,14,18,22,25,32,36,41,42,50,58,65,71,85
5,14,15,26,27,32,40,43,53,55,63,74,77,87,88
3,13,23,24,37,39,47,48,57,59,62,70,79,81,86
4,6,11,19,22,28,34,35,41,44,51,60,65,71,84
1,8,10,16,25,30,31,46,52,56,61,64,75,89,90
2,7,17,18,21,33,42,45,54,66,68,73,78,80,82
9,12,20,29,36,38,49,50,58,67,69,72,76,83,85
9,18,21,31,34,43,47,53,57,67,68,70,76,83,90
1,5,11,15,24,28,35,42,46,59,61,69,77,81,86
7,13,20,29,32,36,45,49,55,58,62,71,79,84,85
3,8,10,14,22,25,38,39,40,48,50,64,78,80,82
2,12,17,23,26,30,33,44,51,56,60,63,73,75,87
4,6,16,19,27,37,41,52,54,65,66,72,74,88,89
1,15,29,33,36,44,46,50,51,63,69,71,79,86,90
5,7,11,12,26,30,48,49,57,66,67,74,77,84,88
2,8,16,17,24,27,37,39,40,47,58,61,62,70,87
4,6,13,14,23,28,31,32,45,52,53,65,72,80,81
9,10,22,25,34,41,42,54,56,60,64,76,78,83,85
3,18,19,20,21,35,38,43,55,59,68,73,75,82,89
6,14,15,23,26,36,40,43,54,59,63,71,73,83,85
2,3,10,19,24,29,33,34,44,57,66,74,75,84,88
8,16,27,28,30,38,41,50,52,64,69,76,79,80,81
1,9,13,17,22,31,37,42,48,53,61,68,77,82,90
